,kingdom,supergroup,division,class,order,family,genus,species,taxon
Ciliophora_1355,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Synhymenia,Orthodonellidae,Orthodonellidae_X,Orthodonellidae_X_sp.,Orthodonellidae_X_sp.
Ciliophora_1517,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_vannus,Euplotes_vannus
Ciliophora_1552,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_sp.,Euplotes_sp.
Ciliophora_1567,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Euplotidae,Euplotes,Euplotes_sinicus,Euplotes_sinicus
Ciliophora_1587,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Uronychiidae,Diophrys,,Diophrys
Ciliophora_1595,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Uronychiidae,Uronychia,Uronychia_binucleata,Uronychia_binucleata
Ciliophora_176,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Kahliella,Kahliella_sp.,Kahliella_sp.
Ciliophora_228,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,Leegaardiella_sp.
Ciliophora_240,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Leegaardiellidae_B,Leegaardiella,Leegaardiella_sp.,Leegaardiella_sp.
Ciliophora_269,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Tintinnida,TIN_05,Tintinnopsis_05,Tintinnopsis_cylindrica,Tintinnopsis_cylindrica
Ciliophora_310,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae_A,Rimostrombidium_A,Rimostrombidium_veniliae,Rimostrombidium_veniliae
Ciliophora_334,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Choreotrichida,,,,Choreotrichida
Ciliophora_365,Eukaryota,Alveolata,Ciliophora,Spirotrichea,,,,,Spirotrichea
Ciliophora_420,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_M,Strombidiidae_M_X,Strombidiidae_M_X_sp.,Strombidiidae_M_X_sp.
Ciliophora_537,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae_F,Strombidium_F,Strombidium_chlorophilum,Strombidium_chlorophilum
Ciliophora_557,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida_B,Strombidiida_B_X,Strombidiida_B_XX,Strombidiida_B_XX_sp.,Strombidiida_B_XX_sp.
Ciliophora_573,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida_F,Strombidiida_F_X,Strombidiida_F_XX,Strombidiida_F_XX_sp.,Strombidiida_F_XX_sp.
Ciliophora_637,Eukaryota,Alveolata,Ciliophora,Heterotrichea,Heterotrichea_X,Peritromidae,Peritromus,Peritromus_faurei,Peritromus_faurei
Ciliophora_645,Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Protocruziidae,Protocruzia,,Protocruzia
Ciliophora_652,Eukaryota,Alveolata,Ciliophora,Ciliophora_X,Ciliophora_XX,Protocruziidae,Protocruzia,Protocruzia_sp.,Protocruzia_sp.
Ciliophora_675,Eukaryota,Alveolata,Ciliophora,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,Askenasia_sp.
Ciliophora_690,Eukaryota,Alveolata,Ciliophora,Prostomatea_2,Prostomatea_2_X,Placidae,Placidae_X,Placidae_X_sp.,Placidae_X_sp.
Ciliophora_75,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Holostichidae,Holosticha,Holosticha_bradburyae,Holosticha_bradburyae
Ciliophora_84,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Hypotrichia_X,Psammomitra,Psammomitra_retractilis,Psammomitra_retractilis
Ciliophora_96,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Urostylidae,Tunicothrix,Tunicothrix_sp.,Tunicothrix_sp.
Ciliophora_970,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,OLIGO7,OLIGO7_X,OLIGO7_XX,OLIGO7_XX_sp.,OLIGO7_XX_sp.
Cryptophyta_114,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,,,,,Cryptophyceae
Cryptophyta_15,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Komma,Komma_caudata,Komma_caudata
Cryptophyta_2,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Chroomonas,Chroomonas_mesostigmatica,Chroomonas_mesostigmatica
Cryptophyta_21,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Falcomonas,Falcomonas_daucoides,Falcomonas_daucoides
Cryptophyta_3,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Chroomonas,Chroomonas_sp.,Chroomonas_sp.
Cryptophyta_5,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Chroomonas,Chroomonas_sp.,Chroomonas_sp.
Cryptophyta_69,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_sp.,Goniomonas_sp.
Cryptophyta_71,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,,Goniomonas
Cryptophyta_72,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_sp.,Goniomonas_sp.
Cryptophyta_73,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,,Goniomonas
Cryptophyta_76,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,,Goniomonas
Cryptophyta_84,Eukaryota,Hacrobia,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Storeatula,Storeatula_major,Storeatula_major
Dictyochophyceae_12,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pseudopedinella,Pseudopedinella_elastica,Pseudopedinella_elastica
Dictyochophyceae_4,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Florenciella,Florenciella_parvula,Florenciella_parvula
Dinoflagellata_1007,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,Dino-Group-I-Clade-1_X_sp.
Dinoflagellata_1009,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,Dino-Group-I-Clade-1_X_sp.
Dinoflagellata_1074,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,Dino-Group-II-Clade-16_X_sp.
Dinoflagellata_1077,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,Dino-Group-II-Clade-3_X_sp.
Dinoflagellata_1088,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,Dino-Group-II-Clade-1_X_sp.
Dinoflagellata_1104,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II_X,Dino-Group-II-Clade-52_X,Dino-Group-II-Clade-52_X_sp.,Dino-Group-II-Clade-52_X_sp.
Dinoflagellata_1118,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-15,Dino-Group-II-Clade-15_X,Dino-Group-II-Clade-15_X_sp.,Dino-Group-II-Clade-15_X_sp.
Dinoflagellata_1173,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniales_X,Levanderina,Levanderina_fissa,Levanderina_fissa
Dinoflagellata_1205,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,,,,,Dinophyceae
Dinoflagellata_128,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Amylax,Amylax_buxus,Amylax_buxus
Dinoflagellata_1331,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,,Pelagodinium
Dinoflagellata_1336,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Polarella,Polarella_glacialis,Polarella_glacialis
Dinoflagellata_1337,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Polarella,Polarella_glacialis,Polarella_glacialis
Dinoflagellata_1346,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,,,,,Dinophyceae
Dinoflagellata_1496,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,Gymnodiniaceae
Dinoflagellata_1507,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_sp.,Gymnodinium_sp.
Dinoflagellata_1546,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Proterythropsis,Proterythropsis_sp.,Proterythropsis_sp.
Dinoflagellata_1584,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium_impudicum,Gymnodinium_impudicum
Dinoflagellata_1621,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Nusuttodinium,Nusuttodinium_myriopyrenoides,Nusuttodinium_myriopyrenoides
Dinoflagellata_1645,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,Gymnodiniaceae
Dinoflagellata_1652,Eukaryota,Alveolata,Dinoflagellata,,,,,,Dinoflagellata
Dinoflagellata_1654,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium_shiwhaense,Paragymnodinium_shiwhaense
Dinoflagellata_1659,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodiniellum,Gyrodiniellum_shiwhaense,Gyrodiniellum_shiwhaense
Dinoflagellata_1660,Eukaryota,Alveolata,Dinoflagellata,,,,,,Dinoflagellata
Dinoflagellata_1715,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,Gyrodinium
Dinoflagellata_1732,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Madanidinium,Madanidinium_loirii,Madanidinium_loirii
Dinoflagellata_1754,Eukaryota,Alveolata,Dinoflagellata,,,,,,Dinoflagellata
Dinoflagellata_1756,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,Pentapharsodinium_dalei,Pentapharsodinium_dalei
Dinoflagellata_1779,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa_rotundata,Heterocapsa_rotundata
Dinoflagellata_1844,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_cassubicum,Prorocentrum_cassubicum
Dinoflagellata_1853,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniopsidaceae,Parvodinium,Parvodinium_inconspicuum,Parvodinium_inconspicuum
Dinoflagellata_1907,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Diplopsalidaceae,,,Diplopsalidaceae
Dinoflagellata_1928,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Herdmania,Herdmania_litoralis,Herdmania_litoralis
Dinoflagellata_1944,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Islandinium,Islandinium_tricingulatum,Islandinium_tricingulatum
Dinoflagellata_1953,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,,,,Peridiniales
Dinoflagellata_1978,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Stoeckeria,Stoeckeria_algicida,Stoeckeria_algicida
Dinoflagellata_1979,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Stoeckeria,Stoeckeria_changwonensis,Stoeckeria_changwonensis
Dinoflagellata_29,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella_acuminata,Scrippsiella_acuminata
Dinoflagellata_78,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,,Blastodinium
Dinoflagellata_793,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Tintinnophagus,Tintinnophagus_acutus,Tintinnophagus_acutus
Dinoflagellata_865,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_micans,Prorocentrum_micans
Dinoflagellata_924,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium_veneficum,Karlodinium_veneficum
Dinoflagellata_963,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,Dino-Group-I-Clade-5_X_sp.
Dinoflagellata_999,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-7,Dino-Group-I-Clade-7_X,Dino-Group-I-Clade-7_X_sp.,Dino-Group-I-Clade-7_X_sp.
Discoba_11,Eukaryota,Excavata,Discoba,Heterolobosea,Heterolobosea_X,Heterolobosea_XX,Neovahlkampfia,Neovahlkampfia_damariscottae,Neovahlkampfia_damariscottae
Discoba_14,Eukaryota,Excavata,Discoba,Heterolobosea,Heterolobosea_X,,,,Heterolobosea_X
Discoba_23,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,Trypanosomatidae-Trypanosomes,Trypanosoma,Trypanosoma_sp.,Trypanosoma_sp.
Discoba_25,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastida,,,,Kinetoplastida
Discoba_26,Eukaryota,Excavata,Discoba,Euglenozoa,Diplonemea,Diplonemea_X,Diplonemea_XX,Diplonemea_XX_sp.,Diplonemea_XX_sp.
Discoba_29,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadales,Petalomonadales_X,Petalomonadales_X_sp.,Petalomonadales_X_sp.
Haptophyta_146,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_simplex,Chrysochromulina_simplex
Haptophyta_148,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,Chrysochromulina
Haptophyta_185,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_kappa,Prymnesium_kappa
Haptophyta_210,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B5,Prymnesiophyceae_Clade_B5_X,Prymnesiophyceae_Clade_B5_X_sp.,Prymnesiophyceae_Clade_B5_X_sp.
Haptophyta_23,Eukaryota,Hacrobia,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Diacronema,Diacronema_lutheri,Diacronema_lutheri
Haptophyta_40,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_D,Prymnesiophyceae_Clade_D_X,Prymnesiophyceae_Clade_D_XX,Prymnesiophyceae_Clade_D_XX_sp.,Prymnesiophyceae_Clade_D_XX_sp.
Haptophyta_45,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_E,Prymnesiophyceae_Clade_E_X,Prymnesiophyceae_Clade_E_XX,Prymnesiophyceae_Clade_E_XX_sp.,Prymnesiophyceae_Clade_E_XX_sp.
Haptophyta_59,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis_antarctica,Phaeocystis_antarctica
Haptophyta_82,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,,,Isochrysidaceae
Katablepharidophyta_6,Eukaryota,Hacrobia,Katablepharidophyta,Katablepharidaceae,Katablepharidales,Katablepharidales_X,Katablepharis,Katablepharis_japonica,Katablepharis_japonica
Metamonada_10,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Pyrsonympha,Pyrsonympha_sp.,Pyrsonympha_sp.
Metamonada_12,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Pyrsonympha,Pyrsonympha_sp.,Pyrsonympha_sp.
Metamonada_15,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Dinenympha,Dinenympha_sp.,Dinenympha_sp.
Metamonada_17,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Dinenympha,Dinenympha_sp.,Dinenympha_sp.
Metamonada_28,Eukaryota,Excavata,Metamonada,,,,,,Metamonada
Metamonada_8,Eukaryota,Excavata,Metamonada,Preaxostyla,Oxymonadida,Pyrsonymphidae,Pyrsonympha,Pyrsonympha_sp.,Pyrsonympha_sp.
Opalozoa_196,Eukaryota,Stramenopiles,Opalozoa,,,,,,Opalozoa
Opalozoa_24,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Borokales,Borokaceae,Bicosoecida,Bicosoecida_sp.,Bicosoecida_sp.
Opalozoa_50,Eukaryota,Stramenopiles,Opalozoa,Bicoecea,Anoecales,Cafeteriaceae,Pseudobodo,Pseudobodo_tremulans,Pseudobodo_tremulans
Opalozoa_52,Eukaryota,Stramenopiles,Opalozoa,Placidideae,Placidiales,Placidiales_X,Placidiales_XX,Placidiales_XX_sp.,Placidiales_XX_sp.
Opalozoa_58,Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3J,MAST-3J_X,MAST-3J_XX,MAST-3J_XX_sp.,MAST-3J_XX_sp.
Opalozoa_66,Eukaryota,Stramenopiles,Opalozoa,MAST-3,MAST-3E,MAST-3E_X,MAST-3E_XX,MAST-3E_XX_sp.,MAST-3E_XX_sp.
Opalozoa_75,Eukaryota,Stramenopiles,Opalozoa,Opalinata,Opalinata_X,Proteromonadidae,Karotomorpha,Karotomorpha_sp.,Karotomorpha_sp.
Pelagophyceae_1,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Pelagomonas,Pelagomonas_calceolata,Pelagomonas_calceolata
Pelagophyceae_14,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagomonadales,Pelagomonadaceae,Aureococcus,Aureococcus_anophagefferens,Aureococcus_anophagefferens
Pelagophyceae_16,Eukaryota,Stramenopiles,Ochrophyta,Pelagophyceae,Pelagophyceae_X,Pelagophyceae_XX,Pelagophyceae_XXX,Pelagophyceae_XXX_sp.,Pelagophyceae_XXX_sp.
Perkinsea_29,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,Perkinsida_XX,Perkinsida_XXX,Perkinsida_XXX_sp.,Perkinsida_XXX_sp.
Perkinsea_31,Eukaryota,Alveolata,Perkinsea,Perkinsida,Perkinsida_X,,,,Perkinsida_X
Phaeophyceae_117,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Desmarestia,Desmarestia_viridis,Desmarestia_viridis
Phaeophyceae_68,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,Pylaiella,Pylaiella_littoralis,Pylaiella_littoralis
Phaeophyceae_69,Eukaryota,Stramenopiles,Ochrophyta,Phaeophyceae,Phaeophyceae_X,Phaeophyceae_XX,,,Phaeophyceae_XX
Picozoa_0,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,Picozoa_XXXX_sp.
Picozoa_11,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,Picozoa_XXXX_sp.
Picozoa_15,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,Picozoa_XXXX_sp.
Picozoa_6,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,Picozoa_XXXX_sp.
Picozoa_9,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,Picozoa_XXXX_sp.
Pseudofungi_110,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Oomycota_XX,Oomycota_XXX,Oomycota_XXX_sp.,Oomycota_XXX_sp.
Pseudofungi_34,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1A,MAST-1A_X,MAST-1A_XX,MAST-1A_XX_sp.,MAST-1A_XX_sp.
Pseudofungi_40,Eukaryota,Stramenopiles,Pseudofungi,MAST-2,MAST-2D,MAST-2D_X,MAST-2D_XX,MAST-2D_XX_sp.,MAST-2D_XX_sp.
Pseudofungi_43,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1C,MAST-1C_X,MAST-1C_XX,MAST-1C_XX_sp.,MAST-1C_XX_sp.
Pseudofungi_45,Eukaryota,Stramenopiles,Pseudofungi,MAST-1,MAST-1D,MAST-1D_X,MAST-1D_XX,MAST-1D_XX_sp.,MAST-1D_XX_sp.
Pseudofungi_48,Eukaryota,Stramenopiles,Pseudofungi,,,,,,Pseudofungi
Pseudofungi_92,Eukaryota,Stramenopiles,Pseudofungi,Pirsonia_Clade,Pirsonia_Clade_X,Pirsonia_Clade_XX,Pirsonia,Pirsonia_guinardiae,Pirsonia_guinardiae
Pseudofungi_97,Eukaryota,Stramenopiles,Pseudofungi,Pirsonia_Clade,Pirsonia_Clade_X,Pirsonia_Clade_XX,Pirsonia,,Pirsonia
Pseudofungi_98,Eukaryota,Stramenopiles,Pseudofungi,Pirsonia_Clade,Pirsonia_Clade_X,Pirsonia_Clade_XX,Pirsonia,,Pirsonia
Rhodophyta_376,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Corallinales,Corallinales_X,,,Corallinales_X
Rhodophyta_482,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,Porphyridium,,Porphyridium
Rhodophyta_485,Eukaryota,Archaeplastida,Rhodophyta,Porphyridiophyceae,Porphyridiales,Porphyridiales_X,Flintiella,Flintiella_sanguinaria,Flintiella_sanguinaria
Rhodophyta_772,Eukaryota,Archaeplastida,Rhodophyta,Florideophyceae,Gigartinales,Gigartinales_X,Mazzaella,Mazzaella_laminarioides,Mazzaella_laminarioides
Sagenista_121,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,Thraustochytriaceae_X,Thraustochytriaceae_X_sp.,Thraustochytriaceae_X_sp.
Sagenista_153,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,Thraustochytriales,Thraustochytriaceae,,,Thraustochytriaceae
Sagenista_53,Eukaryota,Stramenopiles,Sagenista,MAST-7,MAST-7A,MAST-7A_X,MAST-7A_XX,MAST-7A_XX_sp.,MAST-7A_XX_sp.
Sagenista_72,Eukaryota,Stramenopiles,Sagenista,,,,,,Sagenista
Sagenista_85,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,,,,,Labyrinthulomycetes
Sagenista_86,Eukaryota,Stramenopiles,Sagenista,Labyrinthulomycetes,,,,,Labyrinthulomycetes
Synurophyceae_46,Eukaryota,Stramenopiles,Ochrophyta,Synurophyceae,Synurales,Synurales_X,Synurales_XX,Synurales_XX_sp.,Synurales_XX_sp.
Telonemia_22,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-2,Telonema-Group-2,Telonema_antarcticum,Telonema_antarcticum
Telonemia_35,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,,,,Telonemia_XX
Telonemia_38,Eukaryota,Hacrobia,Telonemia,Telonemia_X,Telonemia_XX,Telonemia-Group-1,Telonemia-Group-1_X,Telonemia-Group-1_X_sp.,Telonemia-Group-1_X_sp.
Apusomonadidae_14,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Amastigomonas,Amastigomonas_mutabilis,Amastigomonas_mutabilis
Bacillariophyta_183,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X,Raphid-pennate_X_sp.,Raphid-pennate_X_sp.
Bacillariophyta_207,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Nitzschia,Nitzschia_sp.,Nitzschia_sp.
Bacillariophyta_265,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Caloneis,Caloneis_lauta,Caloneis_lauta
Bacillariophyta_43,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_dohrnii,Skeletonema_dohrnii
Centroheliozoa_2,Eukaryota,Hacrobia,Centroheliozoa,Centroheliozoa_X,,,,,Centroheliozoa_X
Cercozoa_135,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.,Cercomonas_sp.
Cercozoa_150,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.,Cercomonas_sp.
Cercozoa_191,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,Phagomyxa,Phagomyxa_bellerocheae,Phagomyxa_bellerocheae
Cercozoa_24,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,,,,,Filosa-Imbricatea
Cercozoa_318,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa,Protaspa_grandis,Protaspa_grandis
