,superkingdom,phylum,clade,class,order,family,genus,species,strain,taxon
Actinobacteria_173,Bacteria,Actinobacteria,Terrabacteria group,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidimicrobium,Acidimicrobium ferrooxidans,Acidimicrobium ferrooxidans DSM 10331,Acidimicrobium ferrooxidans DSM 10331
Bacteroidetes_1027,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1039,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1111,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1115,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum todarodis,,Tenacibaculum todarodis
Bacteroidetes_1124,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. L3A8,,Polaribacter sp. L3A8
Bacteroidetes_1125,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,,Polaribacter
Bacteroidetes_1126,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. L12M9,,Polaribacter sp. L12M9
Bacteroidetes_1127,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,,Polaribacter
Bacteroidetes_1133,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter reichenbachii,,Polaribacter reichenbachii
Bacteroidetes_1144,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,,,,Flavobacteriaceae
Bacteroidetes_1149,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola,Fluviicola taffensis,Fluviicola taffensis DSM 16823,Fluviicola taffensis DSM 16823
Bacteroidetes_1152,Bacteria,Bacteroidetes,FCB group,,,,,,,FCB group
Bacteroidetes_1156,Bacteria,Bacteroidetes,FCB group,,,,,,,FCB group
Bacteroidetes_223,Bacteria,Bacteroidetes,FCB group,Saprospiria,Saprospirales,Haliscomenobacteraceae,Haliscomenobacter,Haliscomenobacter hydrossis,Haliscomenobacter hydrossis DSM 1100,Haliscomenobacter hydrossis DSM 1100
Bacteroidetes_224,Bacteria,Bacteroidetes,FCB group,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis,Saprospira grandis str. Lewin,Saprospira grandis str. Lewin
Bacteroidetes_518,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Schleiferiaceae,Owenweeksia,Owenweeksia hongkongensis,Owenweeksia hongkongensis DSM 17368,Owenweeksia hongkongensis DSM 17368
Bacteroidetes_94,Bacteria,Bacteroidetes,FCB group,Cytophagia,Cytophagales,,,,,Cytophagales
Bacteroidetes_975,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,,,Kordia
Bacteroidetes_997,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,Flavivirga eckloniae,,Flavivirga eckloniae
Cyanobacteria_135,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Cyanobacteria_140,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 8807,,Synechococcus sp. PCC 8807
Cyanobacteria_148,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,,,,,Synechococcales
Cyanobacteria_15,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Cyanobium,Cyanobium gracile,Cyanobium gracile PCC 6307,Cyanobium gracile PCC 6307
Cyanobacteria_151,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Chroococcales,Chroococcaceae,Geminocystis,Geminocystis sp. NIES-3709,,Geminocystis sp. NIES-3709
Cyanobacteria_154,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Chroococcales,,,,,Chroococcales
Cyanobacteria_160,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Cyanobacteria_161,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Cyanobacteria_216,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,,,,,Synechococcales
Cyanobacteria_31,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,,,Leptolyngbya
Cyanobacteria_44,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,Cyanobacteria/Melainabacteria group
Firmicutes_Tenericutes_3380,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Halanaerobiales,Halanaerobiaceae,,,,Halanaerobiaceae
Firmicutes_Tenericutes_3430,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia sp. SC05B48,,Blautia sp. SC05B48
Firmicutes_Tenericutes_3723,Bacteria,Firmicutes,Terrabacteria group,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,,,Anaerococcus
Firmicutes_Tenericutes_3813,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Thermosediminibacterales,Thermosediminibacteraceae,Thermosediminibacter,Thermosediminibacter oceani,Thermosediminibacter oceani DSM 16646,Thermosediminibacter oceani DSM 16646
Firmicutes_Tenericutes_883,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,,,Mycoplasmataceae
Firmicutes_Tenericutes_884,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,,,Mycoplasmataceae
Firmicutes_Tenericutes_887,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Candidatus Hepatoplasma,Candidatus Hepatoplasma crinochetorum,Candidatus Hepatoplasma crinochetorum Av,Candidatus Hepatoplasma crinochetorum Av
Fusobacteria_34,Bacteria,Fusobacteria,,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,,,,Leptotrichiaceae
Planctomycetes_68,Bacteria,Planctomycetes,PVC group,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstia,Fuerstia marisgermanicae,,Fuerstia marisgermanicae
Proteobacteria_1413,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas sp. CNPT3,,Psychromonas sp. CNPT3
Proteobacteria_1540,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,,,Kangiella
Proteobacteria_1587,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,,,Halioglobus
Proteobacteria_1595,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,Oleiphilus messinensis,,Oleiphilus messinensis
Proteobacteria_1628,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,,,Alteromonadaceae
Proteobacteria_1634,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Spartinivicinus,Spartinivicinus ruber,,Spartinivicinus ruber
Proteobacteria_1927,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. M30-35,,Pseudomonas sp. M30-35
Proteobacteria_2622,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,,,Methylophaga
Proteobacteria_2624,Bacteria,Proteobacteria,,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas rhizoryzae,,Methylomonas rhizoryzae
Proteobacteria_2641,Bacteria,Proteobacteria,,Gammaproteobacteria,Methylococcales,Methylococcaceae,,,,Methylococcaceae
Proteobacteria_2647,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus antarcticus,Granulosicoccus antarcticus IMCC3135,Granulosicoccus antarcticus IMCC3135
Proteobacteria_2657,Bacteria,Proteobacteria,,Gammaproteobacteria,,,Candidatus Thioglobus,Candidatus Thioglobus sp. NP1,,Candidatus Thioglobus sp. NP1
Proteobacteria_2693,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,,,,Piscirickettsiaceae
Proteobacteria_2797,Bacteria,Proteobacteria,,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,,,,Methylophilaceae
Proteobacteria_3031,Bacteria,Proteobacteria,,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum sp. LM1,,Aquaspirillum sp. LM1
Proteobacteria_3590,Bacteria,Proteobacteria,,Betaproteobacteria,,,Candidatus Nasuia,Candidatus Nasuia deltocephalinicola,,Candidatus Nasuia deltocephalinicola
Proteobacteria_3956,Bacteria,Proteobacteria,,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis,Sulfurivermis fontis,,Sulfurivermis fontis
Proteobacteria_4259,Bacteria,Proteobacteria,,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,,,,Desulfobulbaceae
Proteobacteria_4961,Bacteria,Proteobacteria,,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Malaciobacter,Malaciobacter pacificus,,Malaciobacter pacificus
Proteobacteria_4980,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola amylolytica,,Glaciecola amylolytica
Proteobacteria_5121,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Candidatus Midichloriaceae,Candidatus Fokinia,Candidatus Fokinia solitaria,,Candidatus Fokinia solitaria
Proteobacteria_5170,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,,,Wolbachia
Proteobacteria_5202,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,,,,Anaplasmataceae
Proteobacteria_5209,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,,,Neorickettsia
Proteobacteria_5215,Bacteria,Proteobacteria,,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. FZCC0015,,Candidatus Pelagibacter sp. FZCC0015
Proteobacteria_5217,Bacteria,Proteobacteria,,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,,,Candidatus Pelagibacter
Proteobacteria_5860,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Pseudorhodobacter sp. S12M18,,Pseudorhodobacter sp. S12M18
Proteobacteria_6016,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter pontiacus,,Sulfitobacter pontiacus
Proteobacteria_6041,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,,,Octadecabacter
Proteobacteria_6042,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata,Planktomarina temperata RCA23,Planktomarina temperata RCA23
Proteobacteria_6043,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,Yoonia vestfoldensis,,Yoonia vestfoldensis
Proteobacteria_6153,Bacteria,Proteobacteria,,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter,Emcibacter congregatus,,Emcibacter congregatus
Proteobacteria_6455,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira,Magnetospira sp. QH-2,,Magnetospira sp. QH-2
Proteobacteria_6465,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,,,Magnetospirillum
Proteobacteria_6571,Bacteria,Proteobacteria,,,,,,,,Proteobacteria
Proteobacteria_6696,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Francisellaceae,,,,Francisellaceae
Proteobacteria_6782,Bacteria,Proteobacteria,,Gammaproteobacteria,,,Pseudohongiella,Pseudohongiella spirulinae,,Pseudohongiella spirulinae
Proteobacteria_6887,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Carsonella,Candidatus Carsonella ruddii,,Candidatus Carsonella ruddii
Proteobacteria_6929,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,,Marinomonas
Proteobacteria_6934,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas posidonica,Marinomonas posidonica IVIA-Po-181,Marinomonas posidonica IVIA-Po-181
Proteobacteria_6937,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,,,Marinomonas
Proteobacteria_6941,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas concharum,,Neptunomonas concharum
Proteobacteria_6967,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. MT41,,Colwellia sp. MT41
Proteobacteria_7061,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola psychrophila,Paraglaciecola psychrophila 170,Paraglaciecola psychrophila 170
Proteobacteria_7069,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola nitratireducens,Glaciecola nitratireducens FR1064,Glaciecola nitratireducens FR1064
Spirochaetes_144,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,Borreliaceae,,,,Borreliaceae
Spirochaetes_146,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,,,,,Spirochaetales
Verrucomicrobia_12,Bacteria,Verrucomicrobia,PVC group,,,,,,,PVC group
Actinobacteria_1469,Bacteria,Actinobacteria,Terrabacteria group,,,,,,,Terrabacteria group
Bacteroidetes_1036,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,,,Aequorivita
Bacteroidetes_1123,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. ALD11,,Polaribacter sp. ALD11
Bacteroidetes_275,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Marinilabiliales,Marinifilaceae,Labilibaculum,Labilibaculum antarcticum,,Labilibaculum antarcticum
Bacteroidetes_513,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Rikenellaceae,,,,Rikenellaceae
Bacteroidetes_906,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens sp. MB-3u-79,,Nonlabens sp. MB-3u-79
Bacteroidetes_919,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sp. MJ134,,Maribacter sp. MJ134
Bacteroidetes_978,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,,,Formosa
Bacteroidetes_991,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,Seonamhaeicola sp. S2-3,,Seonamhaeicola sp. S2-3
Cyanobacteria_114,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Nostocales,,,,,Nostocales
Cyanobacteria_155,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Chroococcales,,,,,Chroococcales
Cyanobacteria_159,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Cyanobacteria_194,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Oscillatoriales,Oscillatoriaceae,Moorea,Moorea producens,Moorea producens PAL-8-15-08-1,Moorea producens PAL-8-15-08-1
Cyanobacteria_221,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. Minos11,,Synechococcus sp. Minos11
Elusimicrobia_1,Bacteria,Elusimicrobia,,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium minutum,Elusimicrobium minutum Pei191,Elusimicrobium minutum Pei191
Firmicutes_Tenericutes_3396,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Vallitaleaceae,Petrocella,Petrocella atlantisensis,,Petrocella atlantisensis
Firmicutes_Tenericutes_840,Bacteria,Tenericutes,Terrabacteria group,Mollicutes,Mycoplasmatales,Mycoplasmataceae,,,,Mycoplasmataceae
Firmicutes_Tenericutes_926,Bacteria,Firmicutes,Terrabacteria group,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,,Listeria monocytogenes
Proteobacteria_1415,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella viscosa,,Moritella viscosa
Proteobacteria_1583,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Oceanicoccus,Oceanicoccus sagamiensis,,Oceanicoccus sagamiensis
Proteobacteria_1588,Bacteria,Proteobacteria,,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,Kineobactrum salinum,,Kineobactrum salinum
Proteobacteria_1631,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,,Hahella
Proteobacteria_2532,Bacteria,Proteobacteria,,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri,Pseudomonas stutzeri CCUG 29243,Pseudomonas stutzeri CCUG 29243
Proteobacteria_2642,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus sp. P1,,Cycloclasticus sp. P1
Proteobacteria_2643,Bacteria,Proteobacteria,,Gammaproteobacteria,,,,,,Gammaproteobacteria
Proteobacteria_2670,Bacteria,Proteobacteria,,,,,,,,Proteobacteria
Proteobacteria_3797,Bacteria,Proteobacteria,,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. PAMC20947,,Hydrogenophaga sp. PAMC20947
Proteobacteria_3952,Bacteria,Proteobacteria,,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter sp. SPIII_3,,Acidiferrobacter sp. SPIII_3
Proteobacteria_5059,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi,,Orientia tsutsugamushi
Proteobacteria_5116,Bacteria,Proteobacteria,,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,,,Rickettsia
Proteobacteria_6026,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. SK011,,Sulfitobacter sp. SK011
Proteobacteria_6069,Bacteria,Proteobacteria,,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia sp. CCS1,,Jannaschia sp. CCS1
Proteobacteria_6456,Bacteria,Proteobacteria,,Alphaproteobacteria,,,,,,Alphaproteobacteria
Proteobacteria_6632,Bacteria,Proteobacteria,,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,Francisella uliginis,,Francisella uliginis
Proteobacteria_6699,Bacteria,Proteobacteria,,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella geestiana,,Legionella geestiana
Proteobacteria_6910,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea,Reinekea forsetii,,Reinekea forsetii
Proteobacteria_6917,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Oleispira,Oleispira antarctica,Oleispira antarctica RB-8,Oleispira antarctica RB-8
Proteobacteria_6931,Bacteria,Proteobacteria,,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas primoryensis,,Marinomonas primoryensis
Proteobacteria_6964,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,,Colwellia
Proteobacteria_6965,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. PAMC 20917,,Colwellia sp. PAMC 20917
Proteobacteria_6970,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,,Colwellia
Proteobacteria_7062,Bacteria,Proteobacteria,,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,,,Paraglaciecola
Proteobacteria_7925,Bacteria,Proteobacteria,,Gammaproteobacteria,,,Candidatus Nardonella,Candidatus Nardonella dryophthoridicola,,Candidatus Nardonella dryophthoridicola
Spirochaetes_30,Bacteria,Spirochaetes,,Spirochaetia,Leptospirales,Leptospiraceae,Turneriella,Turneriella parva,Turneriella parva DSM 21527,Turneriella parva DSM 21527
Spirochaetes_46,Bacteria,Spirochaetes,,Spirochaetia,Spirochaetales,Spirochaetaceae,Thiospirochaeta,Thiospirochaeta perfilievii,,Thiospirochaeta perfilievii
Verrucomicrobia_5,Bacteria,Verrucomicrobia,PVC group,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,Coraliomargarita akajimensis DSM 45221,Coraliomargarita akajimensis DSM 45221
Actinobacteria_1650,Bacteria,Actinobacteria,Terrabacteria group,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium pseudolongum PV8-2,Bifidobacterium pseudolongum PV8-2
Bacteroidetes_1000,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp. L3A6,,Algibacter sp. L3A6
Bacteroidetes_280,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,,Phocaeicola,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola salanitronis DSM 18170
Bacteroidetes_283,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella enoeca,,Prevotella enoeca
Bacteroidetes_287,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,,Prevotella oris
Bacteroidetes_326,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,,Prevotella
Bacteroidetes_327,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Prevotellaceae,,,,Prevotellaceae
Bacteroidetes_347,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,,Bacteroides xylanisolvens
Bacteroidetes_416,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella sp. B8,,Duncaniella sp. B8
Bacteroidetes_417,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,,Muribaculum intestinale
Bacteroidetes_418,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Muribaculaceae,,,,Muribaculaceae
Bacteroidetes_472,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,,,Parabacteroides
Bacteroidetes_493,Bacteria,Bacteroidetes,FCB group,Bacteroidia,,,,,,Bacteroidia
Bacteroidetes_496,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. dk3624,,Alistipes sp. dk3624
Bacteroidetes_500,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,,Alistipes communis
Bacteroidetes_509,Bacteria,Bacteroidetes,FCB group,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,,Alistipes
Bacteroidetes_981,Bacteria,Bacteroidetes,FCB group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sp. PG-2,,Winogradskyella sp. PG-2
Cyanobacteria_195,Bacteria,Cyanobacteria,Cyanobacteria/Melainabacteria group,,,,,,,
Firmicutes_Tenericutes_3388,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella sp. Marseille-P3954,,Christensenella sp. Marseille-P3954
Firmicutes_Tenericutes_3389,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Christensenellaceae,Christensenella,Christensenella minuta,,Christensenella minuta
Firmicutes_Tenericutes_3403,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,[Clostridium] saccharolyticum WM1,[Clostridium] saccharolyticum WM1
Firmicutes_Tenericutes_3404,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,Hungatella hathewayi WAL-18680,Hungatella hathewayi WAL-18680
Firmicutes_Tenericutes_3417,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,,,,Lachnospiraceae
Firmicutes_Tenericutes_3433,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,,Blautia
Firmicutes_Tenericutes_3436,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,,Massilistercora,Massilistercora timonensis,,Massilistercora timonensis
Firmicutes_Tenericutes_3445,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] gnavus,[Ruminococcus] gnavus ATCC 29149,[Ruminococcus] gnavus ATCC 29149
Firmicutes_Tenericutes_3460,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phytofermentans,Lachnoclostridium phytofermentans ISDg,Lachnoclostridium phytofermentans ISDg
Firmicutes_Tenericutes_3462,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,Anaerocolumna sp. CTTW,,Anaerocolumna sp. CTTW
Firmicutes_Tenericutes_3472,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Hungateiclostridiaceae,Fastidiosipila,Fastidiosipila sanguinis,,Fastidiosipila sanguinis
Firmicutes_Tenericutes_3474,Bacteria,Firmicutes,Terrabacteria group,Clostridia,Clostridiales,Hungateiclostridiaceae,,,,Hungateiclostridiaceae
