"","CultureID_short","Sample_type","molFractionC_pertotalC","total_mmol","Identification","Emperical.Formula","Contains_N","Contains_S"
"740","35ppt0C","Exp_Ambient",0.100069166666667,4.03353305183333,"Isethionic acid *","C2H6O4S","no","yes"
"741","50ppt-3C","Exp_Frozen",0.105178166666667,3.98563384757333,"Isethionic acid *","C2H6O4S","no","yes"
"742","Hero1","Melted_hero",0.00595333333333333,1.34416321036667,"Isethionic acid *","C2H6O4S","no","yes"
"743","StaB1","SW_Station B1",0.13670912,3.53316924234,"Isethionic acid *","C2H6O4S","no","yes"
"744","StaB2","SW_Station B2",0.0618,3.01257189273333,"Isethionic acid *","C2H6O4S","no","yes"
"745","StaB3","SW_Station B3",0.0405666666666667,2.55934740726667,"Isethionic acid *","C2H6O4S","no","yes"
"746","StaB4","SW_Station B4",0.0501666666666667,3.64243740004,"Isethionic acid *","C2H6O4S","no","yes"
"747","StaB5","SW_Station B5",0.0427,3.12584895483333,"Isethionic acid *","C2H6O4S","no","yes"
"748","20ppt3C","Exp_Melted",0.000611333333333333,2.48661013953333,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"749","35ppt0C","Exp_Ambient",0.000480666666666667,4.03353305183333,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"750","50ppt-3C","Exp_Frozen",0.000323333333333333,3.98563384757333,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"751","Hero1","Melted_hero",0.00125333333333333,1.34416321036667,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"752","StaB1","SW_Station B1",0.001688,3.53316924234,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"753","StaB2","SW_Station B2",0.000589666666666667,3.01257189273333,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"754","StaB3","SW_Station B3",0.000369666666666667,2.55934740726667,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"755","StaB4","SW_Station B4",0.000675333333333333,3.64243740004,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"756","StaB5","SW_Station B5",0.000578333333333333,3.12584895483333,"Isobutyryl-L-carnitine †","C11H21NO4","yes","no"
"757","20ppt3C","Exp_Melted",0.00323,2.48661013953333,"Ketoglutaric acid","C5H6O5","no","no"
"758","35ppt0C","Exp_Ambient",0.00198,4.03353305183333,"Ketoglutaric acid","C5H6O5","no","no"
"759","50ppt-3C","Exp_Frozen",0.00218666666666667,3.98563384757333,"Ketoglutaric acid","C5H6O5","no","no"
"760","Hero1","Melted_hero",0.00221666666666667,1.34416321036667,"Ketoglutaric acid","C5H6O5","no","no"
"761","StaB1","SW_Station B1",0.010762,3.53316924234,"Ketoglutaric acid","C5H6O5","no","no"
"762","StaB2","SW_Station B2",0.00892,3.01257189273333,"Ketoglutaric acid","C5H6O5","no","no"
"763","StaB3","SW_Station B3",0.00632333333333333,2.55934740726667,"Ketoglutaric acid","C5H6O5","no","no"
"764","StaB4","SW_Station B4",0.01093,3.64243740004,"Ketoglutaric acid","C5H6O5","no","no"
"765","StaB5","SW_Station B5",0.00513,3.12584895483333,"Ketoglutaric acid","C5H6O5","no","no"
"766","20ppt3C","Exp_Melted",3.88333333333333e-05,2.48661013953333,"Kynurenine †","C10H12N2O3","yes","no"
"767","35ppt0C","Exp_Ambient",6.34666666666667e-05,4.03353305183333,"Kynurenine †","C10H12N2O3","yes","no"
"768","50ppt-3C","Exp_Frozen",7.60666666666667e-05,3.98563384757333,"Kynurenine †","C10H12N2O3","yes","no"
"769","Hero1","Melted_hero",0.000362666666666667,1.34416321036667,"Kynurenine †","C10H12N2O3","yes","no"
"770","StaB1","SW_Station B1",0.000139,3.53316924234,"Kynurenine †","C10H12N2O3","yes","no"
"771","StaB2","SW_Station B2",7.88e-05,3.01257189273333,"Kynurenine †","C10H12N2O3","yes","no"
"772","StaB3","SW_Station B3",3.61e-05,2.55934740726667,"Kynurenine †","C10H12N2O3","yes","no"
"773","StaB4","SW_Station B4",4.82333333333333e-05,3.64243740004,"Kynurenine †","C10H12N2O3","yes","no"
"774","StaB5","SW_Station B5",5.60666666666667e-05,3.12584895483333,"Kynurenine †","C10H12N2O3","yes","no"
"775","20ppt3C","Exp_Melted",0.0105233333333333,2.48661013953333,"Pidolic acid †","C5H7NO3","yes","no"
"776","35ppt0C","Exp_Ambient",0.00974,4.03353305183333,"Pidolic acid †","C5H7NO3","yes","no"
"777","50ppt-3C","Exp_Frozen",0.00950333333333333,3.98563384757333,"Pidolic acid †","C5H7NO3","yes","no"
"778","Hero1","Melted_hero",0.01294,1.34416321036667,"Pidolic acid †","C5H7NO3","yes","no"
"779","StaB1","SW_Station B1",0.03974,3.53316924234,"Pidolic acid †","C5H7NO3","yes","no"
"780","StaB2","SW_Station B2",0.0115066666666667,3.01257189273333,"Pidolic acid †","C5H7NO3","yes","no"
"781","StaB3","SW_Station B3",0.0117333333333333,2.55934740726667,"Pidolic acid †","C5H7NO3","yes","no"
"782","StaB4","SW_Station B4",0.0151133333333333,3.64243740004,"Pidolic acid †","C5H7NO3","yes","no"
"783","StaB5","SW_Station B5",0.0151333333333333,3.12584895483333,"Pidolic acid †","C5H7NO3","yes","no"
"784","20ppt3C","Exp_Melted",0.00203333333333333,2.48661013953333,"Leucine †","C6H13NO2","yes","no"
"785","35ppt0C","Exp_Ambient",0.0302666666666667,4.03353305183333,"Leucine †","C6H13NO2","yes","no"
"786","50ppt-3C","Exp_Frozen",0.00640666666666667,3.98563384757333,"Leucine †","C6H13NO2","yes","no"
"787","Hero1","Melted_hero",0.0156666666666667,1.34416321036667,"Leucine †","C6H13NO2","yes","no"
"788","StaB1","SW_Station B1",0.007732,3.53316924234,"Leucine †","C6H13NO2","yes","no"
"789","StaB2","SW_Station B2",0.00448333333333333,3.01257189273333,"Leucine †","C6H13NO2","yes","no"
"790","StaB3","SW_Station B3",0.00316,2.55934740726667,"Leucine †","C6H13NO2","yes","no"
"791","StaB4","SW_Station B4",0.0160066666666667,3.64243740004,"Leucine †","C6H13NO2","yes","no"
"792","StaB5","SW_Station B5",0.0272866666666667,3.12584895483333,"Leucine †","C6H13NO2","yes","no"
"793","20ppt3C","Exp_Melted",0.1631169,2.48661013953333,"Lysine †","C6H14N2O2","yes","no"
"794","35ppt0C","Exp_Ambient",0.1200677,4.03353305183333,"Lysine †","C6H14N2O2","yes","no"
"795","50ppt-3C","Exp_Frozen",0.0499666666666667,3.98563384757333,"Lysine †","C6H14N2O2","yes","no"
"796","Hero1","Melted_hero",0.0114066666666667,1.34416321036667,"Lysine †","C6H14N2O2","yes","no"
"797","StaB1","SW_Station B1",0.029822,3.53316924234,"Lysine †","C6H14N2O2","yes","no"
"798","StaB2","SW_Station B2",0.0221666666666667,3.01257189273333,"Lysine †","C6H14N2O2","yes","no"
"799","StaB3","SW_Station B3",0.0242333333333333,2.55934740726667,"Lysine †","C6H14N2O2","yes","no"
"800","StaB4","SW_Station B4",0.0210333333333333,3.64243740004,"Lysine †","C6H14N2O2","yes","no"
"801","StaB5","SW_Station B5",0.0157533333333333,3.12584895483333,"Lysine †","C6H14N2O2","yes","no"
"802","20ppt3C","Exp_Melted",0.0117333333333333,2.48661013953333,"Methionine †*","C5H11NO2S","yes","yes"
"803","35ppt0C","Exp_Ambient",0.0144333333333333,4.03353305183333,"Methionine †*","C5H11NO2S","yes","yes"
"804","50ppt-3C","Exp_Frozen",0.01185,3.98563384757333,"Methionine †*","C5H11NO2S","yes","yes"
"805","Hero1","Melted_hero",0.00153133333333333,1.34416321036667,"Methionine †*","C5H11NO2S","yes","yes"
"806","StaB1","SW_Station B1",0.006752,3.53316924234,"Methionine †*","C5H11NO2S","yes","yes"
"807","StaB2","SW_Station B2",0.00383666666666667,3.01257189273333,"Methionine †*","C5H11NO2S","yes","yes"
"808","StaB3","SW_Station B3",0.00237333333333333,2.55934740726667,"Methionine †*","C5H11NO2S","yes","yes"
"809","StaB4","SW_Station B4",0.00311,3.64243740004,"Methionine †*","C5H11NO2S","yes","yes"
"810","StaB5","SW_Station B5",0.00192,3.12584895483333,"Methionine †*","C5H11NO2S","yes","yes"
"811","20ppt3C","Exp_Melted",0.0121866666666667,2.48661013953333,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"812","35ppt0C","Exp_Ambient",0.0175333333333333,4.03353305183333,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"813","50ppt-3C","Exp_Frozen",0.00523333333333333,3.98563384757333,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"814","Hero1","Melted_hero",0.00115733333333333,1.34416321036667,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"815","StaB1","SW_Station B1",0.003958,3.53316924234,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"816","StaB2","SW_Station B2",0.00208666666666667,3.01257189273333,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"817","StaB3","SW_Station B3",0.00173666666666667,2.55934740726667,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"818","StaB4","SW_Station B4",0.00254,3.64243740004,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"819","StaB5","SW_Station B5",0.00345666666666667,3.12584895483333,"Methionine sulfoxide †*","C5H11NO3S","yes","yes"
"820","20ppt3C","Exp_Melted",4.14666666666667e-05,2.48661013953333,"MMC †","C11H19NO6","yes","no"
"821","35ppt0C","Exp_Ambient",4.15e-05,4.03353305183333,"MMC †","C11H19NO6","yes","no"
"822","50ppt-3C","Exp_Frozen",3.86666666666667e-09,3.98563384757333,"MMC †","C11H19NO6","yes","no"
"823","Hero1","Melted_hero",4.69333333333333e-05,1.34416321036667,"MMC †","C11H19NO6","yes","no"
"824","StaB1","SW_Station B1",2.516e-05,3.53316924234,"MMC †","C11H19NO6","yes","no"
"825","StaB2","SW_Station B2",1.30333333333333e-05,3.01257189273333,"MMC †","C11H19NO6","yes","no"
"826","StaB3","SW_Station B3",8.32333333333333e-06,2.55934740726667,"MMC †","C11H19NO6","yes","no"
"827","StaB4","SW_Station B4",1.45333333333333e-05,3.64243740004,"MMC †","C11H19NO6","yes","no"
"828","StaB5","SW_Station B5",2.43666666666667e-05,3.12584895483333,"MMC †","C11H19NO6","yes","no"
"829","20ppt3C","Exp_Melted",0.0001527,2.48661013953333,"MTA †*","C11H15N5O3S","yes","yes"
"830","35ppt0C","Exp_Ambient",7.55533333333333e-05,4.03353305183333,"MTA †*","C11H15N5O3S","yes","yes"
"831","50ppt-3C","Exp_Frozen",8.83666666666667e-05,3.98563384757333,"MTA †*","C11H15N5O3S","yes","yes"
"832","Hero1","Melted_hero",1.64666666666667e-05,1.34416321036667,"MTA †*","C11H15N5O3S","yes","yes"
"833","StaB1","SW_Station B1",9.212e-05,3.53316924234,"MTA †*","C11H15N5O3S","yes","yes"
"834","StaB2","SW_Station B2",8.04666666666667e-05,3.01257189273333,"MTA †*","C11H15N5O3S","yes","yes"
"835","StaB3","SW_Station B3",5.56e-05,2.55934740726667,"MTA †*","C11H15N5O3S","yes","yes"
"836","StaB4","SW_Station B4",0.000105066666666667,3.64243740004,"MTA †*","C11H15N5O3S","yes","yes"
"837","StaB5","SW_Station B5",7.37e-05,3.12584895483333,"MTA †*","C11H15N5O3S","yes","yes"
"838","20ppt3C","Exp_Melted",3.71438e-05,2.48661013953333,"Muramic acid †","C9H17NO7","yes","no"
"839","35ppt0C","Exp_Ambient",0.000187,4.03353305183333,"Muramic acid †","C9H17NO7","yes","no"
"840","50ppt-3C","Exp_Frozen",6.45333333333333e-06,3.98563384757333,"Muramic acid †","C9H17NO7","yes","no"
"841","Hero1","Melted_hero",0.000496666666666667,1.34416321036667,"Muramic acid †","C9H17NO7","yes","no"
"842","StaB1","SW_Station B1",0.0002364,3.53316924234,"Muramic acid †","C9H17NO7","yes","no"
"843","StaB2","SW_Station B2",0.000151,3.01257189273333,"Muramic acid †","C9H17NO7","yes","no"
"844","StaB3","SW_Station B3",5.89666666666667e-05,2.55934740726667,"Muramic acid †","C9H17NO7","yes","no"
"845","StaB4","SW_Station B4",2.48666666666667e-05,3.64243740004,"Muramic acid †","C9H17NO7","yes","no"
"846","StaB5","SW_Station B5",3.47333333333333e-05,3.12584895483333,"Muramic acid †","C9H17NO7","yes","no"
"847","20ppt3C","Exp_Melted",0.156177233333333,2.48661013953333,"N-Acetylserine †","C5H9NO4","yes","no"
"848","35ppt0C","Exp_Ambient",0.0871192666666667,4.03353305183333,"N-Acetylserine †","C5H9NO4","yes","no"
"849","50ppt-3C","Exp_Frozen",0.0306,3.98563384757333,"N-Acetylserine †","C5H9NO4","yes","no"
"850","Hero1","Melted_hero",0.211824433333333,1.34416321036667,"N-Acetylserine †","C5H9NO4","yes","no"
"851","StaB1","SW_Station B1",0.11351898,3.53316924234,"N-Acetylserine †","C5H9NO4","yes","no"
"852","StaB2","SW_Station B2",0.170760366666667,3.01257189273333,"N-Acetylserine †","C5H9NO4","yes","no"
"853","StaB3","SW_Station B3",0.154098066666667,2.55934740726667,"N-Acetylserine †","C5H9NO4","yes","no"
"854","StaB4","SW_Station B4",0.0777666666666667,3.64243740004,"N-Acetylserine †","C5H9NO4","yes","no"
"855","StaB5","SW_Station B5",0.0742333333333333,3.12584895483333,"N-Acetylserine †","C5H9NO4","yes","no"
"856","20ppt3C","Exp_Melted",0.000597666666666667,2.48661013953333,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"857","35ppt0C","Exp_Ambient",0.00130666666666667,4.03353305183333,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"858","50ppt-3C","Exp_Frozen",0.000432,3.98563384757333,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"859","Hero1","Melted_hero",0.000724666666666667,1.34416321036667,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"860","StaB1","SW_Station B1",0.0055,3.53316924234,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"861","StaB2","SW_Station B2",0.00229,3.01257189273333,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"862","StaB3","SW_Station B3",0.00180566666666667,2.55934740726667,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"863","StaB4","SW_Station B4",0.00171333333333333,3.64243740004,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"864","StaB5","SW_Station B5",0.00145,3.12584895483333,"N-Acetylglucosamine †","C8H15NO6","yes","no"
"865","20ppt3C","Exp_Melted",9.78333333333333e-06,2.48661013953333,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"866","35ppt0C","Exp_Ambient",9.45e-05,4.03353305183333,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"867","50ppt-3C","Exp_Frozen",0.000119433333333333,3.98563384757333,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"868","Hero1","Melted_hero",4.02666666666667e-06,1.34416321036667,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"869","StaB1","SW_Station B1",0.0002384,3.53316924234,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"870","StaB2","SW_Station B2",0.000156333333333333,3.01257189273333,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"871","StaB3","SW_Station B3",0.000106133333333333,2.55934740726667,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"872","StaB4","SW_Station B4",0.000141333333333333,3.64243740004,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"873","StaB5","SW_Station B5",0.000121,3.12584895483333,"N-acetyltaurine †*","C4H9NO4S","yes","yes"
"874","20ppt3C","Exp_Melted",0.000156036666666667,2.48661013953333,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"875","35ppt0C","Exp_Ambient",0.000247666666666667,4.03353305183333,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"876","50ppt-3C","Exp_Frozen",0.00110666666666667,3.98563384757333,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"877","Hero1","Melted_hero",0.00055,1.34416321036667,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"878","StaB1","SW_Station B1",0.0002472,3.53316924234,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"879","StaB2","SW_Station B2",0.000156,3.01257189273333,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"880","StaB3","SW_Station B3",0.000162666666666667,2.55934740726667,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"881","StaB4","SW_Station B4",0.000185,3.64243740004,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"882","StaB5","SW_Station B5",0.000158666666666667,3.12584895483333,"N(e)-Acetyl-Lysine †","C8H16N2O3","yes","no"
"883","20ppt3C","Exp_Melted",3.77333333333333e-07,2.48661013953333,"NAD †","C21H27N7O14P2","yes","no"
"884","35ppt0C","Exp_Ambient",3.41666666666667e-07,4.03353305183333,"NAD †","C21H27N7O14P2","yes","no"
"885","50ppt-3C","Exp_Frozen",0.001051,3.98563384757333,"NAD †","C21H27N7O14P2","yes","no"
"886","Hero1","Melted_hero",2.35e-06,1.34416321036667,"NAD †","C21H27N7O14P2","yes","no"
"887","StaB1","SW_Station B1",1.258e-06,3.53316924234,"NAD †","C21H27N7O14P2","yes","no"
"888","StaB2","SW_Station B2",6.53666666666667e-07,3.01257189273333,"NAD †","C21H27N7O14P2","yes","no"
"889","StaB3","SW_Station B3",0.00018,2.55934740726667,"NAD †","C21H27N7O14P2","yes","no"
"890","StaB4","SW_Station B4",5.60666666666667e-07,3.64243740004,"NAD †","C21H27N7O14P2","yes","no"
"891","StaB5","SW_Station B5",5.35333333333333e-07,3.12584895483333,"NAD †","C21H27N7O14P2","yes","no"
"892","20ppt3C","Exp_Melted",0.000112333333333333,2.48661013953333,"Ophthalmate †","C11H19N3O6","yes","no"
"893","35ppt0C","Exp_Ambient",0.000196333333333333,4.03353305183333,"Ophthalmate †","C11H19N3O6","yes","no"
"894","50ppt-3C","Exp_Frozen",0.000258,3.98563384757333,"Ophthalmate †","C11H19N3O6","yes","no"
"895","Hero1","Melted_hero",0.000364333333333333,1.34416321036667,"Ophthalmate †","C11H19N3O6","yes","no"
"896","StaB1","SW_Station B1",0.0004712,3.53316924234,"Ophthalmate †","C11H19N3O6","yes","no"
"897","StaB2","SW_Station B2",0.000376,3.01257189273333,"Ophthalmate †","C11H19N3O6","yes","no"
"898","StaB3","SW_Station B3",0.000340666666666667,2.55934740726667,"Ophthalmate †","C11H19N3O6","yes","no"
"899","StaB4","SW_Station B4",0.000399,3.64243740004,"Ophthalmate †","C11H19N3O6","yes","no"
"900","StaB5","SW_Station B5",0.000369,3.12584895483333,"Ophthalmate †","C11H19N3O6","yes","no"
"901","20ppt3C","Exp_Melted",0.0682201666666667,2.48661013953333,"Ornithine †","C5H12N2O2","yes","no"
"902","35ppt0C","Exp_Ambient",0.0821126333333333,4.03353305183333,"Ornithine †","C5H12N2O2","yes","no"
"903","50ppt-3C","Exp_Frozen",0.037,3.98563384757333,"Ornithine †","C5H12N2O2","yes","no"
"904","Hero1","Melted_hero",0.0254,1.34416321036667,"Ornithine †","C5H12N2O2","yes","no"
"905","StaB1","SW_Station B1",0.02138,3.53316924234,"Ornithine †","C5H12N2O2","yes","no"
"906","StaB2","SW_Station B2",0.00771666666666667,3.01257189273333,"Ornithine †","C5H12N2O2","yes","no"
"907","StaB3","SW_Station B3",0.0137333333333333,2.55934740726667,"Ornithine †","C5H12N2O2","yes","no"
"908","StaB4","SW_Station B4",0.0139,3.64243740004,"Ornithine †","C5H12N2O2","yes","no"
"909","StaB5","SW_Station B5",0.00524666666666667,3.12584895483333,"Ornithine †","C5H12N2O2","yes","no"
"910","20ppt3C","Exp_Melted",8.75333333333333e-05,2.48661013953333,"Orotic acid †","C5H4N2O4","yes","no"
"911","35ppt0C","Exp_Ambient",0.000158566666666667,4.03353305183333,"Orotic acid †","C5H4N2O4","yes","no"
"912","50ppt-3C","Exp_Frozen",5.80333333333333e-05,3.98563384757333,"Orotic acid †","C5H4N2O4","yes","no"
"913","Hero1","Melted_hero",3.60333333333333e-05,1.34416321036667,"Orotic acid †","C5H4N2O4","yes","no"
"914","StaB1","SW_Station B1",0.0001623,3.53316924234,"Orotic acid †","C5H4N2O4","yes","no"
"915","StaB2","SW_Station B2",0.000219666666666667,3.01257189273333,"Orotic acid †","C5H4N2O4","yes","no"
"916","StaB3","SW_Station B3",0.000179,2.55934740726667,"Orotic acid †","C5H4N2O4","yes","no"
"917","StaB4","SW_Station B4",0.000272,3.64243740004,"Orotic acid †","C5H4N2O4","yes","no"
"918","StaB5","SW_Station B5",0.000199,3.12584895483333,"Orotic acid †","C5H4N2O4","yes","no"
"919","20ppt3C","Exp_Melted",0.000325735,2.48661013953333,"PEP","C3H5O6P","no","no"
"920","35ppt0C","Exp_Ambient",0.00106,4.03353305183333,"PEP","C3H5O6P","no","no"
"921","50ppt-3C","Exp_Frozen",0.000291408333333333,3.98563384757333,"PEP","C3H5O6P","no","no"
"922","Hero1","Melted_hero",3.66666666666667e-07,1.34416321036667,"PEP","C3H5O6P","no","no"
"923","StaB1","SW_Station B1",0.0002878952,3.53316924234,"PEP","C3H5O6P","no","no"
"924","StaB2","SW_Station B2",0.000444,3.01257189273333,"PEP","C3H5O6P","no","no"
"925","StaB3","SW_Station B3",0.000475333333333333,2.55934740726667,"PEP","C3H5O6P","no","no"
"926","StaB4","SW_Station B4",0.000363,3.64243740004,"PEP","C3H5O6P","no","no"
"927","StaB5","SW_Station B5",0.000546333333333333,3.12584895483333,"PEP","C3H5O6P","no","no"
"928","20ppt3C","Exp_Melted",0.0375333333333333,2.48661013953333,"Phenylalanine †","C9H11NO2","yes","no"
"929","35ppt0C","Exp_Ambient",0.0573333333333333,4.03353305183333,"Phenylalanine †","C9H11NO2","yes","no"
"930","50ppt-3C","Exp_Frozen",0.0531666666666667,3.98563384757333,"Phenylalanine †","C9H11NO2","yes","no"
"931","Hero1","Melted_hero",0.00788666666666667,1.34416321036667,"Phenylalanine †","C9H11NO2","yes","no"
"932","StaB1","SW_Station B1",0.05798,3.53316924234,"Phenylalanine †","C9H11NO2","yes","no"
"933","StaB2","SW_Station B2",0.0479333333333333,3.01257189273333,"Phenylalanine †","C9H11NO2","yes","no"
"934","StaB3","SW_Station B3",0.0427,2.55934740726667,"Phenylalanine †","C9H11NO2","yes","no"
"935","StaB4","SW_Station B4",0.0546666666666667,3.64243740004,"Phenylalanine †","C9H11NO2","yes","no"
"936","StaB5","SW_Station B5",0.0329666666666667,3.12584895483333,"Phenylalanine †","C9H11NO2","yes","no"
"937","20ppt3C","Exp_Melted",0.000657021266666667,2.48661013953333,"3-Phosphoglycerate","C3H7O7P","no","no"
"938","35ppt0C","Exp_Ambient",0.00142,4.03353305183333,"3-Phosphoglycerate","C3H7O7P","no","no"
"939","50ppt-3C","Exp_Frozen",0.000425833333333333,3.98563384757333,"3-Phosphoglycerate","C3H7O7P","no","no"
"940","Hero1","Melted_hero",0.000294333333333333,1.34416321036667,"3-Phosphoglycerate","C3H7O7P","no","no"
"941","StaB1","SW_Station B1",0.000355,3.53316924234,"3-Phosphoglycerate","C3H7O7P","no","no"
"942","StaB2","SW_Station B2",0.000808,3.01257189273333,"3-Phosphoglycerate","C3H7O7P","no","no"
"943","StaB3","SW_Station B3",0.000862,2.55934740726667,"3-Phosphoglycerate","C3H7O7P","no","no"
"944","StaB4","SW_Station B4",0.000939,3.64243740004,"3-Phosphoglycerate","C3H7O7P","no","no"
"945","StaB5","SW_Station B5",0.00100433333333333,3.12584895483333,"3-Phosphoglycerate","C3H7O7P","no","no"
"946","20ppt3C","Exp_Melted",0.0204806666666667,2.48661013953333,"Proline †","C5H9NO2","yes","no"
"947","35ppt0C","Exp_Ambient",0.394248366666667,4.03353305183333,"Proline †","C5H9NO2","yes","no"
"948","50ppt-3C","Exp_Frozen",1.0975462,3.98563384757333,"Proline †","C5H9NO2","yes","no"
"949","Hero1","Melted_hero",0.0538333333333333,1.34416321036667,"Proline †","C5H9NO2","yes","no"
"950","StaB1","SW_Station B1",0.40789602,3.53316924234,"Proline †","C5H9NO2","yes","no"
"951","StaB2","SW_Station B2",0.4227027,3.01257189273333,"Proline †","C5H9NO2","yes","no"
"952","StaB3","SW_Station B3",0.323760333333333,2.55934740726667,"Proline †","C5H9NO2","yes","no"
"953","StaB4","SW_Station B4",0.531440533333333,3.64243740004,"Proline †","C5H9NO2","yes","no"
"954","StaB5","SW_Station B5",0.377203633333333,3.12584895483333,"Proline †","C5H9NO2","yes","no"
"955","20ppt3C","Exp_Melted",9.12333333333333e-05,2.48661013953333,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"956","35ppt0C","Exp_Ambient",6.93e-05,4.03353305183333,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"957","50ppt-3C","Exp_Frozen",4.79e-05,3.98563384757333,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"958","Hero1","Melted_hero",0.000331666666666667,1.34416321036667,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"959","StaB1","SW_Station B1",0.000168,3.53316924234,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"960","StaB2","SW_Station B2",9.29e-05,3.01257189273333,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"961","StaB3","SW_Station B3",7.54333333333333e-05,2.55934740726667,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"962","StaB4","SW_Station B4",0.000191333333333333,3.64243740004,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"963","StaB5","SW_Station B5",0.000151333333333333,3.12584895483333,"O-Propionylcarnitine †","C10H19NO4","yes","no"
"964","20ppt3C","Exp_Melted",2.14666666666667e-05,2.48661013953333,"Propionylglycine †","C5H9NO3","yes","no"
"965","35ppt0C","Exp_Ambient",0.000203666666666667,4.03353305183333,"Propionylglycine †","C5H9NO3","yes","no"
"966","50ppt-3C","Exp_Frozen",5.77666666666667e-05,3.98563384757333,"Propionylglycine †","C5H9NO3","yes","no"
"967","Hero1","Melted_hero",0.000307,1.34416321036667,"Propionylglycine †","C5H9NO3","yes","no"
"968","StaB1","SW_Station B1",0.0001646,3.53316924234,"Propionylglycine †","C5H9NO3","yes","no"
"969","StaB2","SW_Station B2",8.53666666666667e-05,3.01257189273333,"Propionylglycine †","C5H9NO3","yes","no"
"970","StaB3","SW_Station B3",0.00019,2.55934740726667,"Propionylglycine †","C5H9NO3","yes","no"
"971","StaB4","SW_Station B4",7.78666666666667e-05,3.64243740004,"Propionylglycine †","C5H9NO3","yes","no"
"972","StaB5","SW_Station B5",7.43e-05,3.12584895483333,"Propionylglycine †","C5H9NO3","yes","no"
"973","20ppt3C","Exp_Melted",2.71333333333333e-05,2.48661013953333,"Pyridoxal †","C8H9NO3","yes","no"
"974","35ppt0C","Exp_Ambient",4.20333333333333e-05,4.03353305183333,"Pyridoxal †","C8H9NO3","yes","no"
"975","50ppt-3C","Exp_Frozen",6.21666666666667e-05,3.98563384757333,"Pyridoxal †","C8H9NO3","yes","no"
"976","Hero1","Melted_hero",9.04e-05,1.34416321036667,"Pyridoxal †","C8H9NO3","yes","no"
"977","StaB1","SW_Station B1",6.558e-05,3.53316924234,"Pyridoxal †","C8H9NO3","yes","no"
"978","StaB2","SW_Station B2",3.92e-05,3.01257189273333,"Pyridoxal †","C8H9NO3","yes","no"
"979","StaB3","SW_Station B3",1.57333333333333e-05,2.55934740726667,"Pyridoxal †","C8H9NO3","yes","no"
"980","StaB4","SW_Station B4",2.79e-05,3.64243740004,"Pyridoxal †","C8H9NO3","yes","no"
"981","StaB5","SW_Station B5",3.29e-05,3.12584895483333,"Pyridoxal †","C8H9NO3","yes","no"
"982","20ppt3C","Exp_Melted",1.036e-05,2.48661013953333,"Resorcylic acid","C7H6O4","no","no"
