"","SampleID","variable","value","variable2"
"331","Barrow_Blank1","Bacteroidetes_1124",0.304112446838029,"Flavobacteriia"
"332","Barrow_Blank2","Bacteroidetes_1124",0,"Flavobacteriia"
"333","Barrow_S1IC4","Bacteroidetes_1124",0.163213689591748,"Flavobacteriia"
"334","Barrow_S1IC5","Bacteroidetes_1124",0.187135955104059,"Flavobacteriia"
"335","Barrow_S1IC6","Bacteroidetes_1124",0.275646138621877,"Flavobacteriia"
"336","Barrow_S2C1D","Bacteroidetes_1124",0.288094197301153,"Flavobacteriia"
"337","Barrow_S2C2","Bacteroidetes_1124",0.130139166359116,"Flavobacteriia"
"338","Barrow_S2C3","Bacteroidetes_1124",0.165743909370386,"Flavobacteriia"
"339","mock_1","Bacteroidetes_1124",0,"Flavobacteriia"
"340","mock_2","Bacteroidetes_1124",0,"Flavobacteriia"
"341","mock_3","Bacteroidetes_1124",0,"Flavobacteriia"
"342","mock_4","Bacteroidetes_1124",0,"Flavobacteriia"
"343","B31","Bacteroidetes_1149",0.00590526082469805,"Flavobacteriia"
"344","B32","Bacteroidetes_1149",0.00788561030930418,"Flavobacteriia"
"345","B33","Bacteroidetes_1149",0.00630603575676423,"Flavobacteriia"
"346","B41","Bacteroidetes_1149",0.008098361332838,"Flavobacteriia"
"347","B42","Bacteroidetes_1149",0.00998808443659227,"Flavobacteriia"
"348","B43","Bacteroidetes_1149",0.00805295016697437,"Flavobacteriia"
"349","blank771","Bacteroidetes_1149",0.0457153413490795,"Flavobacteriia"
"350","blank772","Bacteroidetes_1149",0,"Flavobacteriia"
"351","blankdry1","Bacteroidetes_1149",0,"Flavobacteriia"
"352","blankdry2","Bacteroidetes_1149",0,"Flavobacteriia"
"353","blankFiltSW1","Bacteroidetes_1149",0,"Flavobacteriia"
"354","blankFiltSW2","Bacteroidetes_1149",0,"Flavobacteriia"
"355","blankMQ191118","Bacteroidetes_1149",0.0632352488248819,"Flavobacteriia"
"356","Carboy1","Bacteroidetes_1149",0.0165353836121992,"Flavobacteriia"
"357","Carboy2","Bacteroidetes_1149",0.0131753759774252,"Flavobacteriia"
"358","Carboy3","Bacteroidetes_1149",0.0160801640926777,"Flavobacteriia"
"359","Carboy4","Bacteroidetes_1149",0.00972036642717002,"Flavobacteriia"
"360","Carboy5","Bacteroidetes_1149",0.014905072119706,"Flavobacteriia"
"361","Carboy6","Bacteroidetes_1149",0.0123999431290144,"Flavobacteriia"
"362","Carboy7","Bacteroidetes_1149",0.0045992581722647,"Flavobacteriia"
