MassFeature_Column,20ppt3C_A,20ppt3C_B,20ppt3C_C,35ppt0C_A,35ppt0C_B,35ppt0C_C,50ppt-3C_A,50ppt-3C_B,50ppt-3C_C,Ev15SW_A,Ev32Core_A,Ev32Core_B,Ev32Core_C,Ev37Core_A,Ev51Slush_A,EvXCore_A,EvXSW_A,Hero1_A,Hero1_B,Hero1_C,StaB1_A,StaB1_B,StaB1_C,StaB1_D,StaB1_E,StaB2_A,StaB2_B,StaB2_C,StaB3_A,StaB3_B,StaB3_C,StaB4_A,StaB4_B,StaB4_C,StaB5_A,StaB5_B,StaB5_C
Glucose 6 phosphate_X_HILICNeg,144144285.0296878,81276844.4554849,19344820.678942505,89325032.07613854,855102.3953214894,214397711.7455051,17140925.75592791,17780187.097517796,23730291.402037226,2339878.6374675985,64421356.99304915,14370242.575929789,8366779.870919067,NA,71963391.51557994,21822882.12370378,995896.7859656649,813919.0442617063,2323364.4221201423,1665911.9587905256,5740616.420721826,22562.142216747267,6251125.598604441,2985418.270300809,4438764.971954467,12655478.694982545,7233703.062704497,13854026.14103765,395024.269238161,17792816.02208248,16536650.640671523,24188229.20000327,27135484.2326837,32877.651556401215,14278833.723858897,36420.81032444448,29638392.691234026
Glucosylglycerol_X_HILICPos,339073333.3333334,212010658.06451613,233410986.6666667,489427767.7419355,571519070.967742,313298153.84615386,73051990.9090909,64559324.13793104,89698648,5219839.444444444,222056720,87094152,74719512,NA,311640460,116406103.22580646,2543525.1256281408,3281437.2413793104,9874076.018099548,9324209.80392157,27966193.548387095,20896380.606060605,21141081.333333332,8998728.344671201,11477983.46456693,29722849.777777776,39127517.09090909,39485275.78947368,64562421.81818181,46211219.60784314,80786382.8162291,112501953.20754717,80958563.01886792,114402682.92682928,129445507.69230768,200863053.9130435,255418880
Glutamic acid_X_HILICPos,1628749022.7992816,1132658219.4490273,955374477.5495034,3104284346.349541,2998208834.582323,4032197144.8766537,1728124947.4164333,1610421444.4848726,2077016323.2102733,178206569.5305366,2809729783.62837,946442461.4173099,656087433.0725781,NA,2971604280.283382,1026484292.6516979,83076232.03030844,77764218.95689848,153830463.77988386,159133300.8621607,278633332.38598883,202225045.92050457,361347614.0251975,206142076.63608566,251432056.9391721,809683893.24960494,382252088.45698905,735720828.0748639,687662674.3535004,820499573.4638358,959697778.6943649,1623690130.057736,1588170594.5640202,1616132872.8165524,1168131353.0439844,1124135768.3482888,1448588450.67539
Glutamine_X_HILICPos,7544188955.157571,5842454920.523856,6412221695.819708,10451317978.134254,8828906329.754105,11530759722.515644,7023146416.449526,6672404907.1256485,9863967312.720625,103751051.86133096,3094315331.563701,900536736.4295409,619018567.3732468,NA,2867173916.264902,1088191855.9350197,39765875.27565315,87180927.0813315,169007927.37887377,154132511.47794056,486757606.9703204,414863368.64676887,550529288.6743677,218484036.4782174,295694450.9640164,851962536.973242,478667373.5815905,914320454.1737853,725426766.9521263,961663045.5947858,1023270843.8329345,1664122289.313136,1970820006.8327484,1655024815.6351483,1249090154.6220288,1433476258.4528909,1817022300.4642506
Glutathione Disulfide_X_HILICPos,5581143.399092299,4608421.76141311,1077945.896701093,9331625.978145584,6571900.430770588,15341290.303783918,1098000.8858413405,1294202.8967281843,2383389.273915339,406012.28662520193,6979151.1484640995,1502314.3023566199,1026834.1791630387,NA,6597370.916612882,2781655.3322731345,36506.47678326452,129.03906186273989,97949.91862451575,69382.93643610636,415265.5247262381,275277.31197136105,496810.207146204,148288.68105283662,247716.62238936566,1124900.529893923,499482.0034963868,1186031.682547649,969067.9455368157,1166773.6828621193,1480341.9373513535,3090925.7694920036,2476547.926938023,2925776.4230856933,1205287.589107475,1529576.8988917272,2153841.5365928584
Glutathione_X_RP,68723.33333333334,180658.06451612903,166.66666666666669,87662.90322580645,161.29032258064515,98346.15384615384,227.27272727272728,172.41379310344828,200,1938.611111111111,27916,13958,13958,NA,34895,11256.451612903225,3507.035175879397,137.93103448275863,90.49773755656109,98.0392156862745,32.25806451612903,30.303030303030305,33.333333333333336,45.35147392290249,39.37007874015748,44.44444444444444,36.36363636363637,52.631578947368425,19468.63636363636,23611.27450980392,25174.224343675414,41478.49056603774,44622.64150943396,31337.80487804878,5158.653846153846,4665.217391304348,3576.6666666666665
glycerol 3 phosphate_X_HILICNeg,32559687.3278523,17059479.569125284,958674.9666775195,80974459.76669839,118279416.91697703,160692997.08041897,112842727.844497,106674438.75582388,158066552.92728043,4512378.594415684,83625338.86963148,41411752.34031948,27235747.751296155,NA,124555745.78367296,52481323.71242373,3067061.332131854,3526339.4804757778,4701079.810756997,4054708.735721328,24737643.669864774,30831199.354902323,23906826.26814173,13835281.95930814,9631177.675482705,40272137.64930403,43118848.444447786,41894959.7568409,537571.8888971222,109749673.78739437,65993626.89818472,134756840.60783356,1433299.626699929,84172038.87394692,1612199.8920085174,105899652.8552383,111227694.23231234
Glycerophosphocholine_X_HILICPos,8314612906.666667,6700156696.774194,6596747946.666667,10700569600,10236206245.161291,9752206441.02564,2112178036.3636363,2047555531.034483,3078980864,656018204.4444444,3571508480,994267520,954654400,NA,6391738240,1420627303.2258065,83814761.80904523,22204550.34482759,76329353.84615384,81101168.62745097,868112350.967742,589544921.2121212,823626666.6666666,497641766.89342403,464094639.37007874,1546883185.7777777,1145384122.1818182,1562032101.0526316,2344438923.6363635,2111371043.137255,2501372211.933174,3071874608.301887,2973964172.075472,3642065795.1219516,2997548061.538461,3631868438.26087,4234192213.3333335
Glycine_X_HILICPos,11867500.531081675,7576629.715413519,7724578.243002565,20505565.74329435,18151015.158609584,29047975.979604576,13382492.079780556,16442944.94613557,14715049.428509098,1547440.8289401296,31907433.15712577,9046462.317091739,6733140.807140314,NA,11079959.0393577,11754510.753239876,324110.49059746636,5026172.110021971,2594791.498130647,2266320.7400410604,1170857.4843839926,1266027.5701407983,1430354.0179338942,1422892.016667662,1621846.7671553434,2405772.2751401556,1584833.7944395787,2423376.955682408,2384440.4775065933,3180008.3003809764,3374257.513718615,4526524.043252757,4301679.572243452,4643103.349820146,5090624.645829685,5895467.310832964,5202313.724656449
GMP_X_HILICNeg,4770160,3893646.7741935486,166.66666666666669,9345938.709677419,9601501.612903226,8518633.333333334,1916743.1818181819,2157265.5172413792,2977984,307734.44444444444,111339768,10198976,11519052,NA,7292610,8827435.483870968,40042.211055276384,312751.7241379311,265173.7556561086,494599.01960784313,686085.1612903225,534009.3939393939,543720,442873.4693877551,176385.03937007874,998682.2222222222,753948,1170175.7894736843,1216288.1818181816,1199582.843137255,1593720.7637231501,1846831.6981132077,1909142.641509434,1724637.8048780488,1079951.923076923,1639489.5652173914,1883496
Gonyol_X_HILICPos,114553213.33333334,93729077.41935484,83537966.66666667,128120967.74193549,152607083.87096775,132737856.4102564,45520559.09090909,46705317.24137931,64052200,29697364.444444444,1612564096,1691963648,747440576,NA,1497516640,1024724645.1612903,5900877.386934673,61838957.24137931,76976463.34841628,128554572.5490196,37701308.38709677,43763292.121212125,55770778.666666664,35051718.820861675,26108770.078740157,44514581.333333336,32832011.636363637,35791852.63157895,34707581.81818181,35534784.31372549,45128534.60620525,59651707.16981132,29963821.886792455,54579785.36585366,58278780.76923077,67022413.913043484,52216917.333333336
Guanine_X_HILICPos,106804479.20170352,137524326.03891733,92863880.20530002,194546657.25000498,265387343.94834426,188078310.1393334,156874581.0926807,113991142.37166715,186568950.93548888,54924893.95992832,2446023367.8924503,2681308414.487249,806236562.1208705,NA,4095344669.9356,717101429.7700608,11770381.206075236,122175635.970234,88886095.14582734,100178123.60237874,94175734.40309425,98320231.8280322,108312650.12871702,128365542.84882167,115618801.73340097,170978070.83574092,97296051.1789124,128857651.4292965,104700568.21673699,76930604.92936403,114376806.26963592,110176869.08515307,88749837.05496512,113923583.5676226,145218101.08628607,183078224.64317727,123673518.816822
Guanosine_X_HILICPos,76616871.12718387,107243461.69508065,36400480.86082058,19900019.85114356,41452917.88412719,39277939.1059805,40934600.84740644,29362960.44855267,46249930.39226106,5147846.37601131,1640773049.5263338,152326605.98629513,134005134.6432877,NA,14400682.097919304,314302231.2925852,7017625.072724554,3041723.747145147,3397266.272292331,3644144.1431547864,4588271.961974442,5362286.888421905,3620366.6701813354,2158509.441857881,1893920.5811200172,5497008.409763831,4689176.142446652,5729755.122316775,7397303.946689207,10665813.469765464,10844169.196157075,10364124.040367223,7128588.318734277,13200989.48871666,22852102.154067837,37336003.21096819,15677403.399684817
Histidine_X_HILICPos,320072369.6332767,298223849.71380734,308643152.9389046,413005508.21193,382928327.9079314,454422255.903366,129292857.98075643,128517575.11321124,160073599.13144132,18470569.544711668,1226678324.308931,301598636.40155095,200195122.80826193,NA,216205908.15213415,496198531.03574675,8536631.393640233,54991869.91502342,19420708.689548157,20125152.14625299,32463288.635405824,32467713.631522443,39067325.17957783,20956161.407397278,30758059.325186484,38323039.02599214,26730078.118125986,40780738.25333114,41225801.46056097,51010109.67711062,54980732.219907396,71452486.2681794,69783085.67277277,67468406.69060993,50506192.52891377,72385146.98911275,66082474.416015215
Homarine_X_HILICPos,3751270031.7579293,3682378273.1614175,2821031892.4754214,12585105190.92844,10744534596.732391,10600732804.740614,11628626805.814653,9503171384.843515,16333818796.05874,1953828799.0662665,17192333710.85021,6822546215.098854,3696514839.773517,NA,1358867075.1641047,4488807963.259829,620091515.5057352,320388624.4805434,575246882.555096,580074349.0800135,1423802135.3702767,1303991740.3301704,1340436652.8263626,1009169874.8071929,1310392867.449764,2417542388.94735,1298609505.71941,2076397993.9025304,2470489442.4298224,2228107543.4310117,2365706398.5941677,3435776631.2425923,2943693248.6557236,3478213253.0665617,3650171017.2939267,3941650341.9789004,2986507572.0385
Homoserine_X_HILICPos,234063308.5774926,208385884.80316055,189435995.77010632,876309964.7206458,695005923.3001727,528928707.6184965,489734520.09366506,407715055.68524164,531569161.1905499,20873040.804006297,39755393.92592795,21964745.68709141,21329340.68321336,NA,45319706.878138684,29515694.484550625,9480268.101045273,26485046.287406895,13649322.528325642,15433476.911982307,69999942.9404385,48215723.93925043,66782326.21329135,41333294.799595036,35307591.88767468,92906939.41507705,67087080.22362296,115448274.13765906,146474037.92202908,131636113.81455973,174077472.2512076,214553144.75476927,296768047.2634912,206000152.09024128,211222593.12143373,215897672.38202345,267179728.50902358
Hydroxo B12_X_RP,2014763.3333333335,1831400,1530800,2003396.7741935484,1308661.2903225806,1649528.205128205,1188411.3636363635,967093.103448276,1306532,16925,400,200,200,NA,500,130141.93548387097,24606.03015075377,5633.103448275862,3695.927601809955,4003.921568627451,1317.4193548387098,1237.5757575757577,1361.3333333333333,1852.1541950113378,1607.8740157480315,1815.111111111111,1485.090909090909,2149.4736842105262,2384.090909090909,2571.078431372549,2503.579952267303,7284.528301886793,7284.528301886793,5885.365853658537,9280.76923076923,8393.04347826087,6434.666666666667
Hypotaurine_X_HILICPos,2199777.7238584715,2732899.3910594834,2599837.833416521,8673109.98850201,7097610.812927015,3283133.833981607,14872220.504090868,13230830.400305921,12543589.916736655,1436033.6382106524,32271355.657155998,12144962.410002165,6953169.454787737,NA,1594270.004825264,22598658.609440222,4400828.967112299,333917.2598511829,873487.2077851671,1021480.6044781252,1644310.7131577614,1051908.9348984428,1834121.1379361285,1383711.3729717513,1535777.8423805546,1430840.674295756,797429.9743283868,1314218.9027434683,1798664.9959822313,1061516.0705069383,1651472.2376561847,2702074.272959556,3014693.6790585634,2496288.448669614,5535852.192951222,3872724.876566588,5170369.506561017
Hypoxanthine_X_HILICPos,1285209706.6666667,770131819.3548387,531315520,296329832.2580645,570935225.8064516,595200615.3846154,248882145.45454547,149169958.62068966,278831488,15673842.222222222,4355311104,965837824,473849856,NA,170007340,1087891819.3548386,16854151.75879397,34726496.551724136,95601180.09049773,74709113.7254902,98685852.90322581,96042472.72727273,67346624,23564081.63265306,29421710.23622047,46266083.55555555,55474245.81818182,53099246.315789476,64346952.72727272,109750713.7254902,119594753.22195703,145024772.8301887,68721515.47169812,146880078.0487805,124047215.38461538,493797620.86956525,263284501.33333334
IAA_X_RP,717470.2770102415,307271.7633049219,497316.1488061734,1502456.1390129775,862653.3258982922,1559573.8441590383,117345.8979763446,123810.49580694835,114780.6019718603,7752.382444681561,6776164.285661931,811420.9690502528,1751858.2944719708,NA,299223.3700190324,419619.784111106,31829.991698663285,143848.90072682573,113235.06008042837,102064.66288999045,71119.89377457579,66412.67455222334,57697.98533397898,44725.92133640057,30688.41843296831,40276.93077384856,33732.87622629601,61341.26916643094,97856.72360983893,82287.98616367657,79075.94676108018,156845.11405951815,97610.51196176527,29723.20577543095,261528.13252283778,458128.73769204906,322643.1695671947
Indole 3 acetamide_X_RP,225046.72435651676,94305.03946481313,188602.45112378016,363014.8914977742,230875.9203711506,491031.06223972683,256.7317913614379,155.2186317722765,216.78138318408162,1018.6487446848719,1293690.0374741997,230509.69270201982,465638.95129632734,NA,27034.502313380097,2850291.029117181,2464.3071673220934,20655.493856551388,8768.155205409474,8249.697843766942,15021.572163587132,17635.74884082208,23523.99875663679,4648.544889300012,5874.549059666713,42395.16704300102,3528.2187329169506,24333.437140941867,24207.578339898962,41176.583309997804,19159.233897574864,15988.009584661788,38474.458577120444,55419.6442649308,56055.68197591776,156961.51513993507,105972.499907355
Indole 3 methyl acetate_X_RP,107105,109167.74193548388,20841.666666666668,259703.2258064516,131569.35483870967,10901.28205128205,10529.545454545454,7987.931034482759,9266,1315.2777777777778,705788,317158,216614,NA,23675,297738.70967741933,2379.396984924623,23111.724137931036,15163.800904977375,16427.450980392157,5405.1612903225805,5077.575757575758,5585.333333333333,7599.092970521542,6596.850393700787,7447.111111111111,6093.090909090909,8818.947368421053,24214.545454545452,26113.725490196077,25428.16229116945,6890.566037735849,6890.566037735849,5567.073170731707,8778.846153846154,66792.17391304349,27344.666666666668
